org_name,site_name,latitude,longitude,elevation,measured_on,land covers:data source,land covers:measured at,land covers:muc code,land covers:muc details,land covers:muc description,land covers:field notes,land covers:snow ice,land covers:standing water,land covers:muddy,land covers:dry ground,land covers:leaves on trees,land covers:raining snowing,land covers:north classifications,land covers:east classifications,land covers:south classifications,land covers:west classifications,land covers:north photo url,land covers:north caption,land covers:north extra data,land covers:east photo url,land covers:east caption,land covers:east extra data,land covers:south photo url,land covers:south caption,land covers:south extra data,land covers:west photo url,land covers:west caption,land covers:west extra data,land covers:upward photo url,land covers:upward caption,land covers:upward extra data,land covers:downward photo url,land covers:downward caption,land covers:downward extra data
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-19,GLOBE Observer,2018-09-19T07:56:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/19/846300/original.jpg,,source:app; compassData.heading:2.41253662109375; compassData.horizon:-6.4265679838820375,https://data.globe.gov/system/photos/2018/09/19/846301/original.jpg,,source:app; compassData.heading:87.07192993164062; compassData.horizon:-7.932891380854969,https://data.globe.gov/system/photos/2018/09/19/846302/original.jpg,,source:app; compassData.heading:180.3011932373047; compassData.horizon:-10.141508698909163,https://data.globe.gov/system/photos/2018/09/19/846303/original.jpg,,source:app; compassData.heading:267.28135681152344; compassData.horizon:-3.1736999666641452,https://data.globe.gov/system/photos/2018/09/19/846304/original.jpg,,source:app; compassData.heading:314.6710662841797; compassData.horizon:89.14420403866522,https://data.globe.gov/system/photos/2018/09/19/846305/original.jpg,,source:app; compassData.heading:168.1870574951172; compassData.horizon:-88.69877368156362
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-20,GLOBE Observer,2018-09-20T04:37:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/20/847064/original.jpg,,source:app; compassData.heading:1.77447509765625; compassData.horizon:-6.31416261936694,https://data.globe.gov/system/photos/2018/09/20/847065/original.jpg,,source:app; compassData.heading:88.46636962890625; compassData.horizon:-4.967560708279208,https://data.globe.gov/system/photos/2018/09/20/847066/original.jpg,,source:app; compassData.heading:182.08494567871094; compassData.horizon:-2.356724589822008,https://data.globe.gov/system/photos/2018/09/20/847067/original.jpg,,source:app; compassData.heading:274.2275848388672; compassData.horizon:1.7175552251494821,https://data.globe.gov/system/photos/2018/09/20/847068/original.jpg,,source:app; compassData.heading:243.91204833984375; compassData.horizon:85.99036694367582,https://data.globe.gov/system/photos/2018/09/20/847069/original.jpg,,source:app; compassData.heading:347.74298095703125; compassData.horizon:-87.72530086995994
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-21,GLOBE Observer,2018-09-21T08:38:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/21/848206/original.jpg,,source:app; compassData.heading:356.1446228027344; compassData.horizon:0.13041846789086264,https://data.globe.gov/system/photos/2018/09/21/848207/original.jpg,,source:app; compassData.heading:94.13270139694214; compassData.horizon:-1.6218748465664135,https://data.globe.gov/system/photos/2018/09/21/848208/original.jpg,,source:app; compassData.heading:179.34290313720703; compassData.horizon:-0.2906079216746207,https://data.globe.gov/system/photos/2018/09/21/848209/original.jpg,,source:app; compassData.heading:271.8294219970703; compassData.horizon:2.6129548775747793,https://data.globe.gov/system/photos/2018/09/21/848210/original.jpg,,source:app; compassData.heading:244.9198760986328; compassData.horizon:89.03454091507359,https://data.globe.gov/system/photos/2018/09/21/848211/original.jpg,,source:app; compassData.heading:303.0932159423828; compassData.horizon:-86.75054020889755
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-21,GLOBE Observer,2018-09-21T04:29:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/21/848101/original.jpg,,source:app; compassData.heading:3.01922607421875; compassData.horizon:-1.795102354271819,https://data.globe.gov/system/photos/2018/09/21/848102/original.jpg,,source:app; compassData.heading:89.51608276367188; compassData.horizon:-0.4100299134476586,https://data.globe.gov/system/photos/2018/09/21/848103/original.jpg,,source:app; compassData.heading:178.2003173828125; compassData.horizon:1.289680889916383,https://data.globe.gov/system/photos/2018/09/21/848104/original.jpg,,source:app; compassData.heading:274.35118103027344; compassData.horizon:-0.6818157518764139,https://data.globe.gov/system/photos/2018/09/21/848105/original.jpg,,source:app; compassData.heading:159.91281127929688; compassData.horizon:89.92086864298577,https://data.globe.gov/system/photos/2018/09/21/848106/original.jpg,,source:app; compassData.heading:237.69586181640625; compassData.horizon:-87.46556299405918
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-25,GLOBE Observer,2018-09-25T04:39:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/25/852186/original.jpg,,source:app; compassData.heading:356.8180236816406; compassData.horizon:1.999386114219405,https://data.globe.gov/system/photos/2018/09/25/852187/original.jpg,,source:app; compassData.heading:92.2613468170166; compassData.horizon:8.145021366872868,,,,,,,,,,,,
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-25,GLOBE Observer,2018-09-25T23:49:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/25/852998/original.jpg,,source:app; compassData.heading:1.409698486328125; compassData.horizon:5.773587801305851,https://data.globe.gov/system/photos/2018/09/25/853000/original.jpg,,source:app; compassData.heading:89.74130249023438; compassData.horizon:3.4561064941501343,https://data.globe.gov/system/photos/2018/09/25/853001/original.jpg,,source:app; compassData.heading:182.03853607177734; compassData.horizon:5.091920221516119,https://data.globe.gov/system/photos/2018/09/25/853002/original.jpg,,source:app; compassData.heading:266.44154357910156; compassData.horizon:4.849323805489675,https://data.globe.gov/system/photos/2018/09/25/853003/original.jpg,,source:app; compassData.heading:279.0018615722656; compassData.horizon:86.25265779735642,https://data.globe.gov/system/photos/2018/09/25/853004/original.jpg,,source:app; compassData.heading:260.27239990234375; compassData.horizon:-85.47074147122888
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-25,GLOBE Observer,2018-09-25T23:54:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/25/853014/original.jpg,,source:app; compassData.heading:358.73931884765625; compassData.horizon:-3.3636264985530318,,,,,,,https://data.globe.gov/system/photos/2018/09/25/853015/original.jpg,,source:app; compassData.heading:271.86912536621094; compassData.horizon:-0.46417063101451106,https://data.globe.gov/system/photos/2018/09/25/853016/original.jpg,,source:app; compassData.heading:206.35675811767578; compassData.horizon:88.16729548310411,https://data.globe.gov/system/photos/2018/09/25/853019/original.jpg,,source:app; compassData.heading:289.35870361328125; compassData.horizon:-87.63304819346615
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-25,GLOBE Observer,2018-09-25T03:53:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/25/852164/original.jpg,,source:app; compassData.heading:0.357025146484375; compassData.horizon:-2.6189982454237395,https://data.globe.gov/system/photos/2018/09/25/852165/original.jpg,,source:app; compassData.heading:95.26546049118042; compassData.horizon:2.5675753978795512,https://data.globe.gov/system/photos/2018/09/25/852166/original.jpg,,source:app; compassData.heading:183.8719024658203; compassData.horizon:1.3184768402649354,https://data.globe.gov/system/photos/2018/09/25/852167/original.jpg,,source:app; compassData.heading:270.3270568847656; compassData.horizon:-0.40840634604488457,https://data.globe.gov/system/photos/2018/09/25/852168/original.jpg,,source:app; compassData.heading:223.83114624023438; compassData.horizon:85.07344500430047,,,
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-26,GLOBE Observer,2018-09-26T07:01:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/26/854588/original.jpg,,source:app; compassData.heading:358.76519775390625; compassData.horizon:5.496073556652206,https://data.globe.gov/system/photos/2018/09/26/854589/original.jpg,,source:app; compassData.heading:92.06474256515503; compassData.horizon:5.021166910089107,https://data.globe.gov/system/photos/2018/09/26/854590/original.jpg,,source:app; compassData.heading:182.939697265625; compassData.horizon:3.975843132773406,https://data.globe.gov/system/photos/2018/09/26/854591/original.jpg,,source:app; compassData.heading:266.21763610839844; compassData.horizon:3.263903545380316,https://data.globe.gov/system/photos/2018/09/26/854592/original.jpg,,source:app; compassData.heading:41.036529541015625; compassData.horizon:83.63610566021453,https://data.globe.gov/system/photos/2018/09/26/854593/original.jpg,,source:app; compassData.heading:115.23737144470215; compassData.horizon:-87.5919880554231
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-26,GLOBE Observer,2018-09-26T08:06:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/26/854649/original.jpg,,source:app; compassData.heading:3.328094482421875; compassData.horizon:-0.7004836412485815,,,,https://data.globe.gov/system/photos/2018/09/26/854650/original.jpg,,source:app; compassData.heading:181.39125061035156; compassData.horizon:1.4840045864749243,https://data.globe.gov/system/photos/2018/09/26/854651/original.jpg,,source:app; compassData.heading:273.53904724121094; compassData.horizon:-0.8066694749919208,https://data.globe.gov/system/photos/2018/09/26/854652/original.jpg,,source:app; compassData.heading:350.7370910644531; compassData.horizon:87.74952774827655,https://data.globe.gov/system/photos/2018/09/26/854653/original.jpg,,source:app; compassData.heading:194.04843139648438; compassData.horizon:-78.32434791526853
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-26,GLOBE Observer,2018-09-26T08:43:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,https://data.globe.gov/system/photos/2018/09/26/854665/original.jpg,,source:app; compassData.heading:85.07421875; compassData.horizon:5.292364244405917,https://data.globe.gov/system/photos/2018/09/26/854666/original.jpg,,source:app; compassData.heading:174.7527618408203; compassData.horizon:0.5690157310736907,https://data.globe.gov/system/photos/2018/09/26/854667/original.jpg,,source:app; compassData.heading:267.1239318847656; compassData.horizon:-3.2907148107150306,https://data.globe.gov/system/photos/2018/09/26/854668/original.jpg,,source:app; compassData.heading:152.64630126953125; compassData.horizon:88.16178265532946,https://data.globe.gov/system/photos/2018/09/26/854669/original.jpg,,source:app; compassData.heading:8.386932373046875; compassData.horizon:-86.85763891200085
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-26,GLOBE Observer,2018-09-26T09:30:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/26/854729/original.jpg,,source:app; compassData.heading:356.29754638671875; compassData.horizon:-1.024762519749686,https://data.globe.gov/system/photos/2018/09/26/854730/original.jpg,,source:app; compassData.heading:86.60845947265625; compassData.horizon:-2.343932392439953,https://data.globe.gov/system/photos/2018/09/26/854731/original.jpg,,source:app; compassData.heading:180.55099487304688; compassData.horizon:4.179730771233835,https://data.globe.gov/system/photos/2018/09/26/854732/original.jpg,,source:app; compassData.heading:265.3341979980469; compassData.horizon:-0.4000448526187199,https://data.globe.gov/system/photos/2018/09/26/854733/original.jpg,,source:app; compassData.heading:325.4604187011719; compassData.horizon:86.93162696963255,https://data.globe.gov/system/photos/2018/09/26/854734/original.jpg,,source:app; compassData.heading:327.06239318847656; compassData.horizon:-87.82090651620824
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-26,GLOBE Observer,2018-09-26T23:22:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/26/855506/original.jpg,,source:app; compassData.heading:356.6114196777344; compassData.horizon:-3.1484787039955933,,,,,,,https://data.globe.gov/system/photos/2018/09/26/855507/original.jpg,,source:app; compassData.heading:274.0803527832031; compassData.horizon:-1.8346183431720817,https://data.globe.gov/system/photos/2018/09/26/855508/original.jpg,,source:app; compassData.heading:201.6421127319336; compassData.horizon:86.63553938313805,https://data.globe.gov/system/photos/2018/09/26/855509/original.jpg,,source:app; compassData.heading:293.1766357421875; compassData.horizon:-87.83894573624782
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-26,GLOBE Observer,2018-09-26T04:35:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/26/854447/original.jpg,,source:app; compassData.heading:359.2637634277344; compassData.horizon:8.209379723998353,https://data.globe.gov/system/photos/2018/09/26/854451/original.jpg,,source:app; compassData.heading:90.75083070993423; compassData.horizon:4.009817967383071,https://data.globe.gov/system/photos/2018/09/26/854453/original.jpg,,source:app; compassData.heading:183.60617065429688; compassData.horizon:3.063054470253334,https://data.globe.gov/system/photos/2018/09/26/854454/original.jpg,,source:app; compassData.heading:265.0186462402344; compassData.horizon:7.386745657601466,https://data.globe.gov/system/photos/2018/09/26/854455/original.jpg,,source:app; compassData.heading:300.0813751220703; compassData.horizon:85.25724436762917,https://data.globe.gov/system/photos/2018/09/26/854461/original.jpg,,source:app; compassData.heading:279.2607421875; compassData.horizon:-88.31723454440524
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T04:00:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/27/855709/original.jpg,,source:app; compassData.heading:1.84918212890625; compassData.horizon:-6.542145674664511,https://data.globe.gov/system/photos/2018/09/27/855710/original.jpg,,source:app; compassData.heading:92.72606420516968; compassData.horizon:1.049568093042808,https://data.globe.gov/system/photos/2018/09/27/855711/original.jpg,,source:app; compassData.heading:182.24414825439453; compassData.horizon:2.5511488785249554,https://data.globe.gov/system/photos/2018/09/27/855712/original.jpg,,source:app; compassData.heading:271.252197265625; compassData.horizon:1.0085899914489573,https://data.globe.gov/system/photos/2018/09/27/855713/original.jpg,,source:app; compassData.heading:248.02743530273438; compassData.horizon:69.71891504134496,https://data.globe.gov/system/photos/2018/09/27/855714/original.jpg,,source:app; compassData.heading:222.73226928710938; compassData.horizon:-86.71982476369848
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T04:38:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/27/855770/original.jpg,,source:app; compassData.heading:5.305908203125; compassData.horizon:-2.7110999136776712,https://data.globe.gov/system/photos/2018/09/27/855771/original.jpg,,source:app; compassData.heading:89.16268920898438; compassData.horizon:-4.232173885448574,https://data.globe.gov/system/photos/2018/09/27/855772/original.jpg,,source:app; compassData.heading:180.8614730834961; compassData.horizon:-3.4041386997868415,https://data.globe.gov/system/photos/2018/09/27/855773/original.jpg,,source:app; compassData.heading:274.2357940673828; compassData.horizon:-2.3877393192474585,https://data.globe.gov/system/photos/2018/09/27/855774/original.jpg,,source:app; compassData.heading:156.10165405273438; compassData.horizon:85.88871614081054,https://data.globe.gov/system/photos/2018/09/27/855775/original.jpg,,source:app; compassData.heading:30.910003662109375; compassData.horizon:-85.68901760654695
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T08:09:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/27/855882/original.jpg,,source:app; compassData.heading:0.915496826171875; compassData.horizon:-15.69055045756491,https://data.globe.gov/system/photos/2018/09/27/855883/original.jpg,,source:app; compassData.heading:92.30516004562378; compassData.horizon:-6.4358518985165745,https://data.globe.gov/system/photos/2018/09/27/855884/original.jpg,,source:app; compassData.heading:175.99380493164062; compassData.horizon:-4.999084264336034,https://data.globe.gov/system/photos/2018/09/27/855885/original.jpg,,source:app; compassData.heading:269.4340362548828; compassData.horizon:-3.2587276186992256,https://data.globe.gov/system/photos/2018/09/27/855886/original.jpg,,source:app; compassData.heading:97.55579328536987; compassData.horizon:86.84295702565572,https://data.globe.gov/system/photos/2018/09/27/855887/original.jpg,,source:app; compassData.heading:98.045334815979; compassData.horizon:-89.58553710575089
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T09:14:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/27/855901/original.jpg,,source:app; compassData.heading:6.3316650390625; compassData.horizon:-6.37355548117884,https://data.globe.gov/system/photos/2018/09/27/855902/original.jpg,,source:app; compassData.heading:87.46011352539062; compassData.horizon:1.2417814852396987,https://data.globe.gov/system/photos/2018/09/27/855903/original.jpg,,source:app; compassData.heading:183.41829681396484; compassData.horizon:-3.670736772366837,,,,https://data.globe.gov/system/photos/2018/09/27/855911/original.jpg,,source:app; compassData.heading:130.04790496826172; compassData.horizon:87.03791144084033,https://data.globe.gov/system/photos/2018/09/27/855912/original.jpg,,source:app; compassData.heading:35.459442138671875; compassData.horizon:-89.27956097598482
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T09:20:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/27/855942/original.jpg,,source:app; compassData.heading:357.2530212402344; compassData.horizon:-1.8376084869608178,,,,https://data.globe.gov/system/photos/2018/09/27/855943/original.jpg,,source:app; compassData.heading:179.29623413085938; compassData.horizon:-17.7899009948663,https://data.globe.gov/system/photos/2018/09/27/855945/original.jpg,,source:app; compassData.heading:273.6752624511719; compassData.horizon:-13.022628424679013,https://data.globe.gov/system/photos/2018/09/27/855946/original.jpg,,source:app; compassData.heading:179.0592269897461; compassData.horizon:87.30361485941462,https://data.globe.gov/system/photos/2018/09/27/855947/original.jpg,,source:app; compassData.heading:356.67864990234375; compassData.horizon:-85.50971318841562
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T23:17:00,43,,"Herbaceous/Grassland, Short Grass",(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]","40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]","40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]","30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]",https://data.globe.gov/system/photos/2018/09/27/856655/original.jpg,,source:app; compassData.heading:1.948638916015625; compassData.horizon:-5.02628688528938,https://data.globe.gov/system/photos/2018/09/27/856656/original.jpg,,source:app; compassData.heading:86.95263671875; compassData.horizon:-6.430580260741621,https://data.globe.gov/system/photos/2018/09/27/856657/original.jpg,,source:app; compassData.heading:181.48113250732422; compassData.horizon:0.6647648049939789,,,,,,,,,
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-27,GLOBE Observer,2018-09-27T00:53:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/09/27/855567/original.jpg,,source:app; compassData.heading:0.09185791015625; compassData.horizon:-5.455623660434256,https://data.globe.gov/system/photos/2018/09/27/855568/original.jpg,,source:app; compassData.heading:90.73345750570297; compassData.horizon:-10.7572333964182,https://data.globe.gov/system/photos/2018/09/27/855569/original.jpg,,source:app; compassData.heading:179.56329345703125; compassData.horizon:-8.0251621821224,https://data.globe.gov/system/photos/2018/09/27/855570/original.jpg,,source:app; compassData.heading:285.86260986328125; compassData.horizon:-4.589602373937026,https://data.globe.gov/system/photos/2018/09/27/855571/original.jpg,,source:app; compassData.heading:260.717529296875; compassData.horizon:88.70370377167487,https://data.globe.gov/system/photos/2018/09/27/855572/original.jpg,,source:app; compassData.heading:229.99148559570312; compassData.horizon:-86.60267070690465
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-28,GLOBE Observer,2018-09-28T05:21:00,43,,"Herbaceous/Grassland, Short Grass",(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 94 [Urban, Other]","40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 94 [Urban, Other]","50% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 94 [Urban, Other]","70% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 94 [Urban, Other]",https://data.globe.gov/system/photos/2018/09/28/856841/original.jpg,,source:app; compassData.heading:1.052093505859375; compassData.horizon:-0.285578374381231,https://data.globe.gov/system/photos/2018/09/28/856842/original.jpg,,source:app; compassData.heading:93.31367564201355; compassData.horizon:-1.22560553432578,https://data.globe.gov/system/photos/2018/09/28/856843/original.jpg,,source:app; compassData.heading:181.5940170288086; compassData.horizon:-2.8890350017026094,https://data.globe.gov/system/photos/2018/09/28/856844/original.jpg,,source:app; compassData.heading:274.5487518310547; compassData.horizon:0.6626534286423151,https://data.globe.gov/system/photos/2018/09/28/856846/original.jpg,,source:app; compassData.heading:312.2683563232422; compassData.horizon:88.47563841078257,https://data.globe.gov/system/photos/2018/09/28/856849/original.jpg,,source:app; compassData.heading:196.0315704345703; compassData.horizon:-86.73107898766837
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-09-28,GLOBE Observer,2018-09-28T02:08:00,93,,"Urban, Roads and Parking",(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]","30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 80% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]","40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 80% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]","40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 70% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]",,,,https://data.globe.gov/system/photos/2018/09/28/856709/original.jpg,,source:app; compassData.heading:84.42819213867188; compassData.horizon:-5.982526924111937,https://data.globe.gov/system/photos/2018/09/28/856710/original.jpg,,source:app; compassData.heading:176.0542221069336; compassData.horizon:-4.530789967479748,https://data.globe.gov/system/photos/2018/09/28/856711/original.jpg,,source:app; compassData.heading:272.73768615722656; compassData.horizon:-4.780390882342829,https://data.globe.gov/system/photos/2018/09/28/856712/original.jpg,,source:app; compassData.heading:51.7568359375; compassData.horizon:83.10566509365505,,,
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-10-07,GLOBE Observer,2018-10-07T23:57:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/10/07/867059/original.jpg,,source:app; compassData.heading:357.3685302734375; compassData.horizon:0.549329919299339,https://data.globe.gov/system/photos/2018/10/07/867060/original.jpg,,source:app; compassData.heading:89.03515625; compassData.horizon:-2.4389884809961444,https://data.globe.gov/system/photos/2018/10/07/867061/original.jpg,,source:app; compassData.heading:182.7422637939453; compassData.horizon:1.4638821566408353,https://data.globe.gov/system/photos/2018/10/07/867062/original.jpg,,source:app; compassData.heading:269.1634216308594; compassData.horizon:2.709890665293912,https://data.globe.gov/system/photos/2018/10/07/867063/original.jpg,,source:app; compassData.heading:274.5378723144531; compassData.horizon:89.83173191467941,https://data.globe.gov/system/photos/2018/10/07/867064/original.jpg,,source:app; compassData.heading:287.97532653808594; compassData.horizon:-55.21181658405848
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-10-15,GLOBE Observer,2018-10-15T04:32:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/10/15/874496/original.jpg,,source:app; compassData.heading:356.56341552734375; compassData.horizon:-4.263170210525757,https://data.globe.gov/system/photos/2018/10/15/874497/original.jpg,,source:app; compassData.heading:87.1729736328125; compassData.horizon:-4.275501019811486,https://data.globe.gov/system/photos/2018/10/15/874498/original.jpg,,source:app; compassData.heading:179.29458618164062; compassData.horizon:-7.489529822528894,https://data.globe.gov/system/photos/2018/10/15/874499/original.jpg,,source:app; compassData.heading:265.7434539794922; compassData.horizon:-7.340386943702526,https://data.globe.gov/system/photos/2018/10/15/874500/original.jpg,,source:app; compassData.heading:168.81019592285156; compassData.horizon:88.29051389089524,https://data.globe.gov/system/photos/2018/10/15/874501/original.jpg,,source:app; compassData.heading:323.48431396484375; compassData.horizon:-79.7620196319537
National Kinmen Senior High School,50RPN332030,24.434816,118.313968,22.2,2018-10-16,GLOBE Observer,2018-10-16T04:45:00,,,,(none),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,https://data.globe.gov/system/photos/2018/10/16/875504/original.jpg,,source:app; compassData.heading:3.864776611328125; compassData.horizon:-6.685218462048951,https://data.globe.gov/system/photos/2018/10/16/875505/original.jpg,,source:app; compassData.heading:90.13652749359608; compassData.horizon:-4.424818135281896,https://data.globe.gov/system/photos/2018/10/16/875506/original.jpg,,source:app; compassData.heading:185.17407989501953; compassData.horizon:-3.7183811016116834,https://data.globe.gov/system/photos/2018/10/16/875507/original.jpg,,source:app; compassData.heading:268.6927185058594; compassData.horizon:-9.478383046213409,https://data.globe.gov/system/photos/2018/10/16/875508/original.jpg,,source:app; compassData.heading:172.82709503173828; compassData.horizon:83.86817004172738,https://data.globe.gov/system/photos/2018/10/16/875509/original.jpg,,source:app; compassData.heading:10.60235595703125; compassData.horizon:-86.86333847780517
